step,episode_reward
78,-217.1687549235868
163,-124.74647608084264
227,-162.50507737699456
312,-108.66044214033101
391,-59.6622146394142
497,-127.52645606709505
575,-78.31067486332553
661,-207.0820413343918
776,-140.86335844353928
885,-243.24899930424496
960,-145.57906988536348
1038,-118.30771866954392
1129,-171.8440150639116
1256,-348.4034872110042
1394,-219.5146016468738
1478,-213.9673639505389
1577,-112.905212918681
1703,-196.1531243556866
1814,-71.21602348588817
1916,-287.57734114673804
2031,-265.6088207394472
2128,-158.25859686177327
2195,-189.53090697504
2328,-268.29802967622635
2456,-47.277829208722096
2553,-189.26006426009457
2612,-113.41525282591572
2732,-138.06144637145178
2906,-16.471953640218246
2989,-143.37469069344738
3093,-69.01027528298525
3199,-110.45217638222327
3269,-104.35823492534067
3411,-89.25420837747279
3556,-103.58924007977517
3646,-200.9475879333386
3792,-165.2571074990046
3876,-76.75502966372595
3992,-61.05892854007054
4075,-71.65580208228596
4198,-64.55280165021588
4311,-242.48631238655062
4382,-127.02498023890239
4502,-359.35562903257653
4604,-143.83434512904347
4699,-97.23194273942195
4862,-277.7632990531612
4964,-227.6556995029352
5044,-65.73198297846363
5194,-220.61936659101727
5276,-107.88071356090371
5404,-192.67391644596393
5528,-96.15616707296267
5683,-77.28254414466986
5756,-72.16099111042362
5856,-110.93275258909559
5999,-219.94110731249356
6124,14.255419012178336
6218,-76.91397560273059
6305,-261.6975170867729
6385,-216.42097304848096
6508,-134.41071050801554
6648,-95.69367251524727
6816,-176.03951450945328
6944,-139.52851461976636
7104,-35.26989046554938
7177,-87.53030554366174
7309,-215.5659110641788
7466,-26.175046011377574
7566,-32.59143951749465
7678,-194.79041617566935
7798,-143.93842612413715
7895,-63.13699375867141
8044,-228.55917067201977
8182,-23.44996848033479
8296,-55.95185575935541
8401,-118.63983345208156
8526,-113.88798396636021
8677,-45.714501972946934
8817,-141.07374947003444
8920,-82.19571959289759
9014,-94.31072390428322
9165,-189.3189571713126
9263,-109.74928164049952
9387,-33.678280394774944
9513,-101.8440262945319
9606,-77.55570875527272
9744,-115.53297676923135
9870,-128.7527174233821
9989,-256.99491130120657
10170,-123.5225555892322
10286,-254.79723755210972
10374,-54.226184758653105
10498,-98.91688480983879
10604,-87.29268647237035
10706,-48.12123056803644
10851,-76.54566846132853
10995,-64.34915525185646
11207,-139.04919484259887
11387,-52.70397228868333
11526,-255.9114500483545
11623,-53.88438857536753
11709,-68.25381801521151
11796,-86.12629709281023
11933,-99.63846467303091
12126,-40.02980593074868
12276,-86.58317853124787
12401,-85.33507536177129
12548,-111.1900530757253
12691,-67.1032034878594
12912,-39.802484631634584
13213,-15.464746056700278
13349,-184.6803009886223
13551,-0.847281974178415
13671,-84.62514482943546
13814,-93.55158611125356
13925,-14.561165238943218
14141,-53.434400518273776
14255,-19.162203778346466
14371,-35.448232906884854
14538,-81.63505202541603
14683,-62.01449968525613
14788,-15.229340845512255
14951,-76.74139460664776
15951,-70.81815759003476
16134,-22.416395677306767
16261,-23.531045758309602
16391,-57.89668110334267
16623,-423.52919626994714
16783,-58.79872911310666
16946,-9.058907486051694
17026,-62.9927306663658
17094,-45.232427346435585
17222,-9.683742746803603
17474,-13.755403317430847
17682,-3.3401815034210074
17915,-58.335145269645146
18151,3.5345191220943093
18400,-27.22730277883231
18487,-60.11034913038505
18607,-69.74430498846084
18691,-37.43192122716323
18817,-156.22165104711937
18965,5.612221889737441
19639,-84.93200303189762
19826,-5.827803629350157
20293,-12.536188732191263
20994,-103.0367142623262
21358,-17.898986659293115
22358,8.081377141576636
22569,-46.08462803182127
22636,-40.92726944664625
23636,-19.0588096564244
23776,-15.076818860620236
24099,-34.65324803397294
25099,51.60156312727824
25381,-18.552116200596316
25496,-35.61512149063684
25647,-52.49311975749748
25767,-41.28741634682092
26039,-11.749841462043264
27039,30.372375298645263
28039,43.89552196431271
28204,-8.092617351428544
29204,-65.86885858317028
29459,-46.236470815069325
30443,-339.86120707638554
30573,7.872596867883317
30738,-52.00186498236749
30893,-39.0735656133113
31696,-207.4920344192158
32696,-27.940941316270564
33696,35.81005429864467
33792,-42.17410581303281
34792,4.449611659786495
34973,24.90519875960632
35973,-7.570704252884695
36606,-139.48872237317138
37041,-82.5279395016896
38041,11.333008727462339
38175,-81.85295360986555
38350,4.454969430377602
39350,6.326376830034528
39555,25.238007926386302
40555,55.43209396293349
40622,-32.52496575144268
41587,-169.69295937251178
41731,2.3025172934786298
42731,-33.59380089300413
43731,-55.028013910307216
44731,-2.102365966047314
45216,-242.0852479147854
45641,-97.34677821862522
46249,-256.8796014564405
47249,24.492953429963134
47857,-65.11115350523606
48329,-62.71155072860129
49329,43.81122267607293
50329,-29.5426128260994
50489,-25.821217358133254
51282,-153.0183605955624
52282,-9.036756981221068
53282,51.73600394647691
53358,-9.635045490460428
54358,30.97032604250729
55358,29.62080528944955
55661,-230.1664036095228
56661,-18.100355206241403
57661,-11.039330817152305
57958,-180.74440635026087
58244,-25.478354359226827
58568,-59.14430331206738
58731,41.399851038916324
59731,16.647201251043356
60731,52.35749202794684
61731,-42.72339721004644
62731,41.63858281627245
63731,39.67115216996023
64731,68.48999926872027
65731,15.602436613063347
66007,-70.52794169796718
67007,59.92079844882724
67162,-65.50257700717788
67281,-60.01680487225625
68281,-27.884384181078573
69281,89.14160808171107
70281,22.3447873881247
71281,111.41440761546811
71844,-146.09391346326163
72844,-35.08461036207861
73844,73.8969428700722
74844,64.2023984422463
75844,51.672785678564296
76844,86.7722172072048
77844,35.4081423298066
78844,35.085397515950135
79844,45.39905041263342
80844,51.248612127489906
81844,47.24952890560681
82844,41.67872694728793
83844,82.33367529165773
84844,158.70790205275821
85844,20.082722190342448
86844,12.55654256495308
87844,27.175078445198398
87966,-23.770656811314325
88966,13.954834678019772
89966,36.970620089637066
90079,-121.2375529423744
90222,-117.73753062506621
91222,139.26448711425127
92222,61.18657142185763
93222,30.368705318740368
94222,31.839166881807333
94502,-377.5902912592701
95502,117.91880796350102
96502,168.49255840843279
97502,106.26524454801026
98502,102.5391330256273
99502,-25.838323196214954
99600,34.846400797521994
100600,-16.8121820714581
101600,130.59591539963935
102600,26.71799415233729
103600,-19.16926225173492
104600,42.88583109763447
105600,-53.23519840351568
106600,-11.23090829405927
107600,-35.56210659732495
108600,58.21677385045836
109600,149.53622643526603
109759,-95.21452706346696
110759,-2.674016272919607
111759,47.73070121839228
111836,0.9331692297131013
112019,-113.92134235184446
112802,-166.11570423349673
113802,137.36052821432813
114645,141.830763689003
115345,154.51720578082305
116345,52.446296744322865
117123,174.71246280477422
118000,163.65302715281322
119000,51.02606355368419
120000,25.39527372771865
120310,-72.28683691504781
121310,74.90583274093888
122310,-33.49828270961734
123310,69.9740558477255
124310,-68.91112578745064
125310,-46.74914187326845
126310,-77.00586873442654
127022,-218.49848613336735
128022,84.99897141119534
129022,46.5524926138297
130022,12.473634333019849
131022,-34.20830962342902
132022,8.30878314547924
132203,-44.982863281269815
133203,31.606849238536597
134203,58.85711376217037
135178,179.8520383890705
135433,-70.26751600085413
136433,93.36308604168116
137433,71.17480424824745
138433,52.02639291797865
139433,12.863928897402003
139575,-87.86959334902237
140575,-30.612719193465924
141575,-22.377211555295904
142575,92.31008655665697
142809,-134.076190841294
143809,20.14721950266775
144798,148.00259997304872
145798,53.16247145336297
146798,-94.2007812388424
147145,-95.19429585320941
148145,-52.93333899512661
148835,170.59163934086519
149609,166.95773042370826
150609,-24.26121994751486
151196,309.9171112491516
152196,18.04321271469078
153077,156.35584912011407
154077,76.45381511482356
154588,248.26736960011652
155539,183.7958494778904
155774,-45.54018748090661
156774,-66.67834645720603
157244,-162.2608469933616
157597,-47.57970851181686
157852,-126.64635325006812
158852,69.59370269989424
159852,44.49144518282027
160852,-89.55523577626366
161379,-109.62522811172744
162379,-83.13068026016856
163379,-95.41796684373995
163937,-166.9337267892488
164871,-137.13832166611562
165762,225.05111444020503
166125,-93.56362539558316
167125,-1.9246802860141958
167425,-28.17154559506318
168425,-35.365014618387704
168599,-53.710130916599105
169599,-38.584590040243704
170322,-93.22432908068605
170427,-57.8294519295582
171427,-53.05627466747833
172077,-436.729836614011
173076,-238.03457927510541
173409,-94.43978323122155
173547,-70.59862900818779
173668,18.017460905592387
174165,249.61304786677061
175165,11.144581881371767
176165,-101.47668423240886
177165,-75.14242208281401
177465,-53.99296443380216
178465,-83.83176388755969
179465,55.305213027904934
179789,200.87781311488095
180789,-40.632813622575355
181789,-48.421583313052096
182789,-6.6067022971164615
183789,47.72101561238969
183938,-72.75954856628651
184305,229.9801370577957
185305,-34.85472359238634
185774,206.9286923298567
186774,-5.80033439176192
187774,-62.99913610510766
188771,168.1571956148126
189681,-256.11006299408365
190172,208.17408840671197
191172,-115.9882399769733
192172,-88.99331659420926
193172,72.12339810272805
193350,-49.57683628307858
194118,159.87360884017525
194914,-172.31340839980308
195914,-93.64664911852081
196914,-99.00220799051627
197914,-106.41705204816496
198317,191.4790886751033
198724,256.21850622753254
198937,37.34666054174926
199359,209.49894848985952
199517,-61.681640583507345
199956,-140.13411402894758
200606,-196.62184223572353
201606,-56.00847013406177
201773,-31.46105863352966
202773,-227.31427924479473
203558,-195.97891920273514
203730,-62.563037363581664
204730,-92.79251370018974
204882,-53.48421200687766
205882,-85.47393552775182
206252,-134.20430997425993
206731,-96.0636203058663
207663,-187.29832704146708
208663,-91.13952553435111
208912,237.64550883888185
209715,99.40482406726531
210175,212.11817597913625
211175,96.33340991024001
211798,149.1731644978739
212583,143.96472070457008
213177,225.8163522491054
213373,-84.46907601827974
214373,-44.17000453258511
215373,-151.0677798734142
215581,-57.203876732411715
216051,-137.90786240071463
217045,193.01275834584357
217273,292.300098951632
217620,-115.45337697328677
217875,259.7559473006092
218875,-66.68756914560878
219323,267.7294072634253
219497,-78.09116239871003
220436,110.9175709477813
220903,-146.49981698734499
221471,176.4645807038306
222300,-212.369627205305
223300,-113.37857364026425
223501,288.4198064770775
224501,-39.857116542652214
224778,-83.23635621076885
225335,225.52723104168373
225971,217.45557839566004
226702,147.556865541802
226857,31.520986035451273
227638,206.48501489513592
228638,28.13305404708398
228768,12.753686022183587
229267,226.58883710891024
230267,9.988876817368709
230821,-73.92007928805737
231369,-144.39975896661463
231555,-60.44385780383898
232555,56.59252030546348
233555,-13.707350128599497
233733,244.65655312010176
234131,-52.81661610795007
234754,210.51049156481307
235754,-41.24648541953128
236048,-73.17054434000306
236472,210.05393057689832
236694,267.25903428790286
237694,-18.128421044483833
238694,64.22884835273972
238998,242.49839673140366
239958,187.60638662259254
240905,161.644964578355
241905,39.42108264937426
242547,173.72422986305807
243046,200.20280029777342
243901,-115.65645751634658
244708,231.88816467092022
245004,249.83439986344968
246004,64.24218871540334
246996,171.54958228300262
247363,-64.56630073208316
247912,-94.57083658563177
248231,229.6400198249396
248381,36.80208066385353
248937,182.40036404326207
249254,257.3169583010581
249724,-62.509805176283336
250249,190.71179643059472
250702,216.58153090869433
251442,210.79752412968782
251550,-10.16518769503169
252550,-37.665391577271045
253370,182.16003145987844
254185,226.78861552527252
254395,-121.19061559985028
254960,231.27146430744267
255693,138.18586039897315
256357,199.41547895599328
257357,-7.187987622777393
258083,-133.18436693494783
258945,118.7301237033126
259089,10.615313244906176
259756,160.9512171887442
260329,218.84829208735465
261097,-184.67653211814394
261539,204.78852960372024
261813,-61.16628818985984
262004,291.1109375530333
262105,59.32406039091265
262487,275.78058947168324
263487,-69.88786794774931
