step,episode_reward
89,-383.5059070540669
217,-52.57770805748429
367,-306.12492665277614
473,-99.55645004884201
590,-134.1771368795404
653,-114.02221496079017
733,-420.08898525264976
850,-180.43999934391232
918,-83.59654860438602
1044,-5.792046571398032
1141,-333.4848505889621
1245,-102.51638326168519
1325,-96.25542465331682
1438,-65.48752083396154
1507,-113.62892119325862
1623,-277.2803348752468
1736,-120.29675981893051
1855,-95.58629396577886
1932,-87.40250653630662
2024,-202.39513048919383
2176,-61.72662480496566
2247,-100.1850446033832
2347,-199.4872976316393
2459,-147.66211095094582
2539,-46.763250852219095
2648,-61.98953124989553
2729,-261.3777660888173
2813,-158.86867901480747
2953,-170.48028404434174
3041,-222.11600222975886
3120,-177.08202532144452
3261,-148.55005395247957
3339,-111.83097655970909
3440,-130.82266835075404
3510,-100.64264940476947
3587,-102.02839467470193
3717,-155.85784816278027
3801,-94.27447085550274
3909,-142.1706026492178
4007,-388.5268568625995
4135,-212.0769460575616
4234,-98.98806396960138
4347,-228.38966350270934
4432,-98.31964269495384
4528,-104.06035024822391
4633,-94.76876727294649
4754,-50.734452937995
4833,-108.65461045036376
4938,-154.1235623651749
5020,-49.72492369640929
5109,-185.2878192599453
5189,-94.73950309327539
5270,-165.9393967074639
5440,-92.37742998676869
5523,-120.24299601379894
5615,-36.811164849170275
5707,-102.65795088730687
5847,-81.02570242813292
5993,-296.4474951507915
6075,-62.084797502225456
6172,-96.0626318836038
6307,-128.30526009745216
6412,-48.029476790899736
6498,-146.8363040564092
6580,-93.41103719135391
6747,-181.423259629406
6867,-100.43256283542384
6976,-117.25117544637499
7121,-51.94580520266698
7228,-50.572436613178304
7359,-64.18117336580974
7539,-118.40576524312799
7649,-120.47798561256579
7764,-173.92714581039317
7859,-76.24197555917712
7980,-131.5295981216606
8105,-111.65018311995667
8172,-139.676704636287
8294,-100.58888804623942
8384,-87.51345003331056
8491,-48.155373547971664
8639,-69.85395558709064
8749,-68.19297593394546
8837,-108.25412815354832
9018,-156.34465376800796
9124,-148.37234118853732
9248,-95.15767877369633
9370,-19.017925030051927
9489,-9.933252896535151
9654,-32.654205688384266
9794,-33.08377163746495
9875,-172.31632448909517
10017,-134.36833740142046
10163,-152.677097531586
10246,-69.58286743927414
10424,-90.39076543240421
10595,-71.78157860698623
10766,-43.531838646626795
10913,-83.72194470895403
11033,-112.32301381968536
11172,-68.47576362130337
11256,-25.795505820883434
11365,-87.59450465529926
11500,-104.35181567210343
11589,-50.68618651375592
11726,-47.97770175088779
11878,-105.8376844122484
11995,-3.816727387350639
12174,-37.04464257251452
12316,-47.69419682987372
12405,-48.289443895306974
12565,-117.97131890177039
12627,-81.42956429925036
12731,-62.27224616992498
12877,-54.24762100464873
13020,-59.164448645832934
13148,-56.57449359724854
13386,-144.8208213030224
13467,-31.86499723089051
13577,-77.29335280713744
13686,-128.13218176000876
13823,-58.97252197200663
14044,-113.54803021671124
14164,-74.82686252897045
14270,-160.81341980248564
14368,-100.82084150312198
14448,-24.203642567075235
14992,-283.703325199362
15087,-69.43350399718118
15800,-79.5806787536955
16143,-57.41030634898178
16228,-34.554901539466
17228,11.733760620224274
17371,-3.6599642509328163
17605,-49.00467318874702
17727,-49.40121508110326
17825,24.3910020646544
18047,-121.2486746479198
18140,-82.70728922867403
19140,-22.824162738977293
19372,-71.4244767549999
19821,-97.15905697105488
20026,-34.124360311489525
20694,-110.15051473595338
20792,-6.29522102683346
20993,-83.260652767859
21113,-62.07280143913354
21595,-50.39767301616076
22011,-372.1380117667462
22298,-86.27755565242416
22525,20.141486620146495
23525,1.8396972849567403
23675,-103.80504800217051
24638,-239.6803589752441
24760,27.87207015605202
24918,-25.49510851143775
25273,-229.46079276228812
25444,-60.33758350059203
26159,-237.75396554682055
26342,-105.19733816479169
26519,-48.512872709281204
27135,-305.7562306040636
27908,-226.20113737477595
28097,17.218625138210484
29097,28.920838862429804
30097,-35.35635052749506
30274,41.28342499645137
31127,-304.46270761447
31506,-66.9366235616403
32217,-127.79536060063349
33217,-64.56598612948473
34217,21.143352821344607
34763,-253.95087211354917
35763,-4.413373894679852
35922,-44.802135558473786
36922,-94.37385700031984
37208,-245.7656155623815
37801,-204.93346391242937
38801,-16.626352373197708
39687,-207.07625813968127
40687,-32.95829863824692
41687,-68.24226992691739
42309,-167.6751496376403
42724,-308.1483759162131
43724,-53.42519722525171
43891,49.534110403820875
44891,-47.94474426170432
45891,-47.52940615447207
46879,-382.060036530848
47879,-19.423475328491733
48104,-177.9069904335629
49104,19.70181954777567
49884,-218.08446166899563
50522,-332.33945653137084
51522,-60.11085925155873
52522,47.14971332664345
52666,-43.27041191981727
53403,-159.2352637870514
53925,-132.10352481304767
54925,-51.2784192095576
55925,-87.5636891973318
56060,35.39861281349408
57060,-41.57335707547092
58048,-400.017281725086
59048,-212.78787026505515
60048,-37.28527131206741
61048,-48.60882111013876
62025,-94.47015867896334
62345,-170.91989540563276
62498,-8.737870730758942
62636,-14.948990716015103
63210,-73.76734454736746
63336,6.716145959437
64336,-57.32262408965807
65336,-105.37907461196754
65429,18.978814724418896
66429,11.129803206375982
67429,-55.2666446534734
68429,-69.33314044131671
69429,-39.32569182131827
69483,-75.88345698600578
70483,-20.423355840163083
71483,-77.92686622162947
72483,-17.590867685114656
73483,5.398689876890922
74483,-29.83315308043164
75483,-43.644102518483116
76483,0.124260062089119
77483,-18.335031067709085
78483,-3.5355687916925946
78717,-18.650655277338004
79717,-108.28596379014441
80066,-56.9326232114029
80217,33.5311127080835
81217,-49.68727076546343
82217,-9.959587670116866
83217,-59.50521755125533
84217,-91.91421094018516
85217,-49.30543829406657
86217,10.40521655569673
87217,-42.20185789597101
88217,-12.474214046212863
89217,-46.32867686811192
90217,-0.41615097285800573
91217,-71.72865723272409
91329,-16.98249551616314
92329,-46.84883048846432
92391,1.2645244847861505
93391,-51.7378220314929
93542,-334.5166167204304
94542,-69.631198282506
95542,53.22633843957078
96542,-65.34595753055542
97542,-89.00749290379983
98542,11.253151843607812
99542,-69.88217409754652
99937,-59.95562906014328
100131,-40.35630360529744
101131,53.09863268566358
102131,-56.89775808488765
103131,-83.25025285063745
104131,-95.05430656075518
105131,-76.42111568880495
105197,-13.09911242395468
106197,-100.70810014047294
107197,-86.94707262288455
108197,-81.85280509300348
109197,68.36850548295558
110197,-90.86681519164422
110298,-60.26780292675082
111298,-19.163084608723814
112298,-44.17186560633268
113298,-65.19389360980553
114298,-21.285478949348416
115298,-105.33330530793414
115845,-96.38278983504014
116845,-61.99175169811653
117231,178.6898850489506
117306,-24.855844751487012
118306,-43.696083174761995
119306,-47.26138599200321
119526,25.934321675612267
120526,111.79121866559349
121526,46.85065012714507
122526,-100.33450233064853
123526,-35.883268137310274
124526,-16.872759459262376
124583,-34.314344259167626
124676,-16.92884987411935
125676,-38.92884119947808
126310,-118.21218474259375
126450,-4.752745807736602
127450,-56.354784404521496
128450,59.82390262346043
129450,-79.95088176765076
130450,-51.35362406851949
131450,32.47406883515744
132450,-99.97458379976545
133450,-75.54899783833324
134450,-81.80302538564123
134589,-76.3249289941886
134711,-35.82352038375065
135711,-80.80820426154193
136711,-59.84406065164269
136864,-256.79509972110213
137864,-55.9062949456792
138864,-44.96264262075424
139864,-8.532104918879236
140864,-84.36759434736587
140955,-26.800992286627363
141955,-49.995164226219934
142052,39.59023023639543
