actor_entropy,actor_loss,alpha_loss,alpha_value,critic_loss,duration,episode,episode_reward,step
1.385930061340332,-0.09587547183036804,0.11086711287498474,0.10000000000000002,250.57080078125,1.1078708171844482,108.0,-233.61353235538311,10001
1.3559462342943465,0.05764253935748933,0.10742074872056644,0.09957824545655722,267.50817455564226,0.7074291706085205,109.0,-435.44464303524813,10085
0.7175103356035388,0.4668088158478542,0.043560090119598854,0.09882874021058967,241.2398011879045,0.755483865737915,110.0,-199.3450617231754,10183
0.1466264311315083,0.9629803866874881,-0.012894260265478274,0.09869860541329639,208.67454339818258,0.6261570453643799,111.0,-571.1431172216115,10265
0.2502038129529015,1.5179828571491554,-0.002673163168660945,0.09882041743503314,220.4470325923357,1.016242504119873,112.0,-849.3281720294206,10387
0.22819505813645152,1.8950306942792443,-0.004852430857822102,0.09891053671545116,185.00627848772498,0.950244665145874,113.0,-579.4468175160023,10510
0.3149606594154912,2.003074655994292,0.003729343950943721,0.09889643843843458,191.28626374275453,1.1560094356536865,114.0,-335.8930170351042,10665
0.2677873423988955,2.2304719612388415,-0.0009361664795345709,0.09889233352726667,177.1592695651277,1.5969181060791016,115.0,-295.7068194665585,10858
0.2391181858061077,2.5946000693561313,-0.0037779653387085593,0.09898477378682902,158.03488596335993,2.126713275909424,116.0,-311.9897113006907,11144
0.19106536721233772,2.8413291568249726,-0.00858819552911528,0.09963443004282331,122.28453501346893,1.6704766750335693,117.0,-489.38758278054144,11370
0.15829002910111784,2.921990348037178,-0.011956864838438802,0.10048737348841101,88.51342170196172,1.3796443939208984,118.0,-714.0818815873936,11539
0.15390399015149592,3.191630379447724,-0.012525218986391022,0.10155441100338146,97.4435998261308,1.3336975574493408,119.0,-526.7144092469509,11718
0.13428035740961944,3.4629924096868714,-0.014859287181008825,0.10385880840366149,72.16305136146032,3.7720983028411865,120.0,-44.21798230396533,12164
0.11608556221530895,4.1182810712342315,-0.017743222906978592,0.11006702325332983,62.162160446547496,6.462971925735474,121.0,148.08315898145105,12956
0.11891739492118358,4.647973908662796,-0.019098958496935665,0.12079832834843927,55.309199514865874,8.095588445663452,122.0,-55.40425394309549,13956
0.14633339633047582,4.594663257062435,-0.017420184826478363,0.1334557255977855,49.31973527646065,7.808823585510254,123.0,-123.5751421670063,14956
0.19361734215170145,4.33551120275259,-0.012095699233177583,0.1451355875863201,41.67825674343109,7.79143500328064,124.0,-96.83578981251718,15956
0.2716774837374687,4.173501451373101,-0.0008411450173007324,0.15186679462056105,37.87332854700089,7.967374563217163,125.0,-93.45861389361659,16956
0.3099876128691287,4.047144803380178,0.004912850852047424,0.1500590459753093,33.26779051161995,2.0634591579437256,126.0,17.78986029592204,17198
0.30461622899770735,3.9425759213566782,0.00398648563734605,0.14649363517963968,30.38224032330513,8.002882719039917,127.0,-92.30837571209032,18198
0.3374511988162994,3.432224634476006,0.008154666644142708,0.13548471443889792,32.13228979849816,8.024206638336182,128.0,-83.1964719763045,19198
0.34317253580129015,3.1561010612794203,0.008222991571855033,0.12466552512432,28.987043430024332,17.72641134262085,129.0,-55.44293354216785,20001
0.3628021225631237,2.741770503014326,0.00977070032816846,0.11471485537199004,32.805436901569365,8.377808570861816,130.0,-81.76425556801144,21001
0.3715272593200207,2.4728171710968017,0.009778650937019847,0.10385835174212746,32.36715592312813,7.933316230773926,131.0,-68.2471880812627,22001
0.38418080630898477,1.885638952344656,0.010103395774814998,0.09436401719779035,29.66122650361061,8.0514554977417,132.0,-54.47931895177276,23001
0.38186487589776513,1.5353437638878822,0.009029541713476646,0.08625093018219591,32.70309899139404,8.174126625061035,133.0,-47.86344344243099,24001
0.35221196736573934,1.2169897837371144,0.005993685962947429,0.07970527586288131,33.98553097908351,8.152742624282837,134.0,-240.19764060140668,24994
0.3464636859562806,1.1467691508329871,0.005262416421343348,0.07609617027217214,32.78213278435316,3.4777400493621826,135.0,-130.63313416850104,25455
0.3322131569499956,0.8856732993037106,0.004025552999110656,0.07327186674107534,33.247980901368365,5.427971839904785,136.0,-207.06786254981378,26153
0.3248120968192816,0.689069301918149,0.0033066856479272246,0.06962789394656554,33.534495527505875,8.180338144302368,137.0,-27.25562357898949,27153
0.3171689506681239,0.37674678630027614,0.0026677632153312846,0.06687494990328224,28.4020477670138,1.8853747844696045,138.0,-85.73497822191581,27397
0.31355280386199674,0.19803808243186385,0.0023769114566586026,0.06549580466209597,32.02303813955911,3.8121070861816406,139.0,-122.45489142561127,27883
0.3059067544639111,-0.25647828552126883,0.0018051343162806006,0.06293031043744766,33.789674811124804,7.867387056350708,140.0,-191.05240635080656,28883
0.3007098852367531,-0.952366989830655,0.0014290479019780106,0.06089936302105226,37.22753172848412,2.303004264831543,141.0,-84.8364716753333,29176
0.30540136817623587,-0.9192850321677386,0.0016926634283770587,0.06013113133379061,34.25971319628697,1.74753737449646,142.0,-47.91766357289393,29380
0.29443659088382984,-1.0774588038251824,0.0010200790660647191,0.05923213403807874,37.48185321729477,2.8885788917541504,143.0,-90.1671222627523,29745
0.28750119515461847,-1.1071700521861203,0.0006019807264578958,0.05878145307096108,32.90562341082841,7.360271215438843,144.0,-104.56693211643328,30001
0.2843304868373606,-1.2357364707877712,0.0004134916732240642,0.05846859227503578,31.736295762516203,1.8595187664031982,145.0,-54.210778202833296,30253
0.2701281245475934,-1.608810184656838,-0.00041679828707991097,0.058395774976174944,34.29343072573344,3.1872668266296387,146.0,-131.046158141046,30658
0.27529998434392494,-1.7868537411020307,-0.00011481563124346145,0.05889181694094279,34.43847589344031,4.746070146560669,147.0,-191.2957170981465,31267
0.2809923828244209,-2.362802559018135,0.00021960077252879272,0.05863447513242091,33.546781003713605,8.146641969680786,148.0,-89.71230854329308,32267
0.29039316830039025,-2.38282406938076,0.0007514904551353538,0.056986565306791165,32.83359335398674,7.944118499755859,149.0,-100.63875839479431,33267
0.28733664356082317,-2.025125907128116,0.0005638064220140924,0.055824415276419036,38.613912289401135,1.3357195854187012,150.0,-120.00242443269369,33433
0.2910440565108338,-2.67730386962976,0.0007562712601767412,0.05475078726229744,30.845812757911585,6.295347213745117,151.0,-292.63599471708875,34215
0.2916347556787988,-2.656024197132691,0.0007715799037807459,0.05362559080312565,28.111915850639342,1.9966320991516113,152.0,-51.866455986094614,34445
0.28987386553350064,-2.7476191712711713,0.000668908771235732,0.052916430571831694,34.41933266970576,2.6790285110473633,153.0,-193.27572334012106,34788
0.28176144590973856,-2.972295298486948,0.0002356633965173387,0.0524442477104281,29.225377665281297,7.797937393188477,154.0,-103.65188413644387,35788
0.27728433790802953,-2.9607786560356617,1.7084839200833812e-06,0.0516279089849002,35.999413971424104,7.9407055377960205,155.0,-73.3645163582717,36788
0.2672898336201906,-3.162179726153612,-0.0005265610954229487,0.05258167852326306,31.535985528945922,7.906787395477295,156.0,-67.19993221866065,37788
0.2722250263392925,-3.1674371145665647,-0.0002737561757385265,0.05407929369941792,27.57360386490822,7.8735246658325195,157.0,-41.41347537369297,38788
0.25862670335173604,-2.990744901612401,-0.0010603570403181948,0.057391578827753906,29.131604217767716,7.910599946975708,158.0,-64.46973851570306,39788
0.25961422738334944,-3.185298201623657,-0.0010462105738085438,0.05926423833839526,34.54840131768598,8.265399932861328,159.0,-57.07878082210057,40001
0.2659673641771078,-3.067808460384607,-0.000687992597479024,0.06115407314607693,32.536557248830796,8.26488208770752,160.0,-54.89478439460322,41001
0.278429483559172,-3.0586289965500266,7.338909517630335e-05,0.062397721101905806,33.592180082353494,2.3716721534729004,161.0,-146.31049367233385,41296
0.2862996172446471,-3.0771446931056485,0.0005600056121140316,0.06186728666622369,37.22204901534559,2.1403512954711914,162.0,-165.20027561478514,41569
0.2668978198275079,-3.1562802501185967,-0.0006406234489296253,0.06177504836483675,27.14391457860487,2.271461009979248,163.0,-163.32075147651662,41843
0.2783064232437854,-3.1974637992557398,6.601076358959946e-05,0.0619230221266728,27.73061357397672,7.304892063140869,164.0,-338.90273068533185,42754
0.283829457278531,-3.0433394459999756,0.00040687344616150415,0.06198625642095708,24.43370908374068,1.983682632446289,165.0,-158.03106493745102,42993
0.2843899637013674,-2.9187507369965315,0.00043523012445803035,0.06078434135036504,28.00689154458046,7.772414684295654,166.0,-59.31840500680984,43993
0.2780188828394675,-2.9845472000032194,4.614738228484618e-05,0.06032412254758208,28.609291316327,1.528965711593628,167.0,-76.68672757802226,44184
