step,episode_reward
76,-251.40422784703907
179,-101.63309388974338
279,-246.15754720240574
386,-399.6084958864098
524,-341.2776409411765
614,-82.7725136830893
739,-104.24453484447885
845,-106.79279992272446
938,-124.80920921240269
1081,9.480369644373667
1204,-315.31905335317913
1289,-121.64698387944507
1389,-209.24247687962054
1491,-70.72147836731408
1614,-113.62330071679325
1693,-110.05371175983478
1815,-135.0942091331488
1881,-114.83184055583335
1978,-193.32901203646304
2087,-47.008170091704486
2169,-94.87362483503921
2235,-133.45596415056912
2309,-81.85273865568934
2436,-313.3644391562315
2528,-109.47472577794227
2641,-88.83516606870678
2715,-29.5302692815699
2821,-122.50835310807267
2886,-109.46266282546387
3025,-93.16531792098638
3108,14.216346169065858
3206,-3.4390296997084278
3291,-45.379777819619534
3355,-74.17263705958219
3455,-264.16405195229197
3545,-101.52788131850039
3649,-111.74676604931335
3736,-241.6628181556023
3816,-65.48231439821411
3902,-180.24742216313874
3966,-71.65756324097008
4080,-113.77888667591822
4207,-295.6893994854864
4341,-195.44507887589697
4438,-30.211662221769075
4572,-56.97220241840036
4656,-115.94023003529848
4735,-166.65732842294028
4818,-148.7562608001165
4940,-169.12202655704854
5054,-128.66399399382772
5171,-125.15123871629967
5280,-179.9661861246368
5417,-144.68171580237276
5493,-156.40359402574825
5625,-268.3497911576934
5749,-62.896632018365416
5861,-316.93237984855887
6011,-175.4976446174435
6104,-121.74530867293471
6228,-120.87598013254356
6316,-199.0775559977461
6468,-140.68609711717642
6564,-554.55312688592
6694,-103.31932475851521
6865,-322.460235680301
6989,-130.77682420533205
7128,-32.523186781828755
7256,-103.3160199869009
7398,-70.03439846557524
7494,-31.2029688745219
7611,-31.968985228750938
7687,-52.17688958938786
7822,-312.75203758336454
7938,-193.60193377494912
8019,-87.17291526091168
8159,-96.79656453719983
8267,-101.02445749922074
8339,-48.310162584118785
8418,-83.5981433600838
8600,-247.03108713671836
8725,-43.982288811724004
8855,-110.51192267421564
8930,-123.27231000854631
9062,-52.87897755603723
9170,-48.961037332526274
9288,-64.1169261209702
9360,-68.48010489989525
9512,-113.86897302018353
9801,-56.74426943034669
9964,6.761938183538618
10113,-172.53714467673322
10273,-424.00223088433444
10383,-12.897230628487833
10544,-47.32090850581055
10684,-41.86745466831756
10848,-183.0500536290752
10971,-45.54908575193818
11092,-72.2202189048612
11256,-105.14672630246734
11354,-55.9626515733314
11467,-54.559333200126844
11594,-64.26540168754815
11732,-294.6693395343216
11848,-145.10335552575788
12012,-268.32330538845514
12114,-64.03620396405009
12217,-107.60524819630737
12282,-87.54947245183993
12429,-58.88373059093674
12539,-58.11017043493884
12673,-84.18983181521149
12803,-86.39733595464915
12879,-75.09947944778386
13088,-50.852097042134105
13186,-41.5022316160301
13274,-102.3119423339178
13362,-41.356850188492615
13472,-152.1125859768941
13614,-44.7480654992608
13722,-180.79284214159068
13906,-69.13018997342371
13991,-74.77763683255893
14150,-262.59371256647216
14341,-155.19139494300538
14599,-31.762432998332244
14818,-55.37245397271958
15029,-61.35808901262967
15133,-11.405414035779756
15261,3.5439497292095012
15455,-63.98433641992727
15664,-106.92444848548375
15769,-16.09842329624979
15861,-58.46266140480963
16005,-66.37289466048117
16175,-109.18093178859458
16306,-41.84487753255555
16512,-30.477858290290897
16634,-28.035208768871712
16834,-123.64836447267297
16984,-43.19121915184553
17140,61.19122136925114
17434,-95.77886749101799
17605,36.347810345888234
17757,-25.965404832569405
17961,-34.957569416450966
18222,-40.84937166726608
18338,12.464337132875713
18556,-66.20466510524575
18703,-83.01202170542942
18945,-19.845481907089905
19042,-1.3169440428157202
19208,-24.926196601313762
19432,-223.36325752548106
19573,-32.02056914093518
19674,-33.02945649422591
19835,-30.50259675384781
19956,2.2562093420375646
20185,9.201791565954267
21185,98.72097863733005
21321,-12.288417165367235
21497,-31.159543448998534
21904,-46.92101227657739
