actor_entropy,actor_loss,actor_target_entropy,alpha_value,batch_reward,critic_loss,duration,episode,episode_reward,step
-1.1460875394944865,1.118204773908638,-2.0,0.010000000000000007,-1.7714854302894638,228.5822973940746,1.7741973400115967,92.0,-361.9823715753874,10083
-1.588967620001899,1.9176790330145095,-2.0,0.010000000000000007,-1.7476037454273965,245.51357112990485,1.5352356433868408,93.0,-465.28542711709684,10173
-2.455574719743295,2.1043719933791594,-2.0,0.010000000000000007,-1.9601700023155322,248.83823483098638,2.9384140968322754,94.0,-491.8180272283363,10349
-2.790703847438474,2.1761512877065923,-2.0,0.010000000000000007,-1.823584262517434,201.71401233009146,2.729884147644043,95.0,-526.1253683248989,10507
-3.018063545227051,2.5559632138700676,-2.0,0.010000000000000007,-1.8290408002027612,186.68507211887282,2.604915142059326,96.0,-211.0994468226831,10658
-3.245267084666661,2.6762838533946445,-2.0,0.010000000000000007,-1.768471227089564,208.85400768915812,1.8154685497283936,97.0,59.45397836145034,10763
-3.5589510106492317,2.8080843604844192,-2.0,0.010000000000000007,-1.9370432920839595,179.70427060401303,1.5201385021209717,98.0,-505.53606852990873,10850
-3.6005478616030713,2.9410843403834215,-2.0,0.009999999999999953,-1.7884777632524382,174.6458782807836,4.480170249938965,99.0,-273.399520613127,11115
-3.8535687637329104,3.052770285606384,-2.0,0.009999999999999983,-1.7209163836638133,148.9308109495375,3.8995304107666016,100.0,-465.0781082624653,11340
-3.9395965320963255,3.3688474406658764,-2.0,0.010000000000000007,-1.7699392807315772,174.16733733701034,1.2039215564727783,101.0,-564.6324863338995,11411
-3.997516699632009,3.5925012946128847,-2.0,0.010000000000000007,-1.917115614314874,141.84097980658214,2.0631039142608643,102.0,-357.7223880884908,11531
-3.9927068450782874,3.604238389413568,-2.0,0.010000000000000007,-1.8589276607278027,169.00668803951407,1.4026002883911133,103.0,-461.3917155845507,11610
-4.182711980844799,3.7057324381251084,-2.0,0.010000000000000007,-1.9332863374760276,146.98345333024076,1.2541823387145996,104.0,-275.2277570892828,11686
-4.251434274866611,3.8210602048077162,-2.0,0.010000000000000007,-1.7729464678824702,176.39255782018733,1.348555326461792,105.0,-565.1577009506952,11765
-4.3884172507694785,4.21137215750558,-2.0,0.010000000000000007,-1.9185734612601144,156.6793078831264,1.1759307384490967,106.0,-354.2690950647966,11835
-4.474138713177339,4.358214181146504,-2.0,0.010000000000000007,-1.9779475180455197,220.74800803926257,1.3862483501434326,107.0,-693.2274033247061,11916
-4.502421720528308,4.838784956637724,-2.0,0.010000000000000007,-2.066115191689244,180.4437070775915,1.3766241073608398,108.0,-723.7634833050096,11997
-4.446991612384846,5.014846704222939,-2.0,0.010000000000000007,-2.021733278965021,192.293422110669,2.6372177600860596,109.0,-232.90015945926507,12151
-4.440176520431251,5.245102075108311,-2.0,0.010000000000000007,-2.08988525679237,138.89057453891687,1.9312963485717773,110.0,-229.92856091779606,12265
-4.622015763173061,5.139146761556642,-2.0,0.010000000000000007,-1.9368402248462744,186.7515804071342,1.9364433288574219,111.0,-133.6629458890952,12378
-4.538401624491049,5.476580743179765,-2.0,0.010000000000000007,-1.9700598609308864,192.95627443180527,2.9112038612365723,112.0,-391.1737233467977,12550
-4.600064389845905,5.525853756095181,-2.0,0.010000000000000007,-2.0075250876550914,147.5067576720935,2.0025765895843506,113.0,74.09554886147924,12669
-4.7023084287290215,5.850880861282349,-2.0,0.010000000000000007,-2.0495104100969104,218.90596661744294,2.2489607334136963,114.0,-75.5440472535748,12804
-4.631185648009533,5.9593468538419465,-2.0,0.010000000000000007,-2.0044108880317117,163.17393261616624,2.1859586238861084,115.0,-146.85354520172626,12931
-4.751544660070668,5.666907926400502,-2.0,0.009999999999999851,-1.981490357198577,153.60940616027167,11.665026426315308,116.0,-147.27884095560572,13621
-4.7484083051377155,5.232041186094284,-2.0,0.009999999999999834,-1.8536922728603191,165.53055437727178,15.72244381904602,117.0,-116.27629438990957,14561
-4.778719314336777,4.590060431882739,-2.0,0.009999999999999896,-1.7306290180236101,159.96118752479552,6.6811206340789795,118.0,244.1754582095643,14961
-4.6532214715228815,4.54660864331858,-2.0,0.009999999999999966,-1.674007490398438,155.63697298949327,4.186151742935181,119.0,-277.9391733581305,15207
-4.65995232933446,4.364657745444984,-2.0,0.009999999999999941,-1.6738619677853166,139.96184894996776,4.721977710723877,120.0,-65.24487847866077,15492
-4.759009430829896,3.9458842566530006,-2.0,0.00999999999999984,-1.650718657520868,133.87256453285494,14.058621168136597,121.0,-264.8376474899587,16318
-4.876882515847683,3.981961456174031,-2.0,0.009999999999999924,-1.619446386024356,139.53029864132404,5.402668476104736,122.0,3.730962423813267,16638
-4.787030183646573,3.772478651689238,-2.0,0.009999999999999964,-1.477999023644321,146.43669693345527,4.253386497497559,123.0,-217.26542832299273,16887
-4.955269233956521,3.6204996904286233,-2.0,0.010000000000000007,-1.557706078277767,143.08106446397898,3.030726909637451,124.0,-75.70669532065152,17068
-4.7899945021716785,3.1998353974007103,-2.0,0.00999999999999998,-1.4872585689917401,133.7933999815362,3.901815176010132,125.0,-76.59316082869897,17297
-4.803295283548294,2.9837227092394905,-2.0,0.009999999999999964,-1.473437249480236,150.8119538541763,4.173049449920654,126.0,-54.421900736019,17545
-4.858132800864215,2.829687401277935,-2.0,0.010000000000000007,-1.4920716205583744,140.4465779731022,3.3280246257781982,127.0,-48.27768211228732,17744
-4.783861427637883,2.904684146532434,-2.0,0.010000000000000007,-1.4386279743186312,140.13555356395037,2.997131109237671,128.0,-245.27207261188616,17917
-4.686249333043253,2.3130944425700815,-2.0,0.010000000000000007,-1.4350823644668824,133.18516683065764,1.6490750312805176,129.0,-147.87445220150522,18010
-4.728009884950345,2.429593070316567,-2.0,0.010000000000000007,-1.5589466315728646,121.46368632745491,3.3200738430023193,130.0,-4.94929974099027,18199
-4.860573999809496,2.522179395863504,-2.0,0.010000000000000007,-1.5790169598779293,119.02405878269312,3.400557041168213,131.0,-258.0487203053198,18397
-5.168188233809038,2.121749560399489,-2.0,0.010000000000000007,-1.4434099815108559,127.97888187928633,1.8857126235961914,132.0,-175.04062289981343,18507
-5.247378177113003,1.954439241025183,-2.0,0.010000000000000007,-1.3755857600933976,139.8731099764506,1.2386219501495361,133.0,-123.4183289827456,18579
-4.9844033116042015,2.142133722100595,-2.0,0.010000000000000007,-1.5130275785923004,114.08834130836256,1.6473994255065918,134.0,-203.6093925255691,18678
-5.15415235145672,2.2303256338109843,-2.0,0.010000000000000007,-1.549874376807664,120.843327821912,2.5350399017333984,135.0,-142.36587797785518,18826
-5.133982477649566,1.9995523996410831,-2.0,0.010000000000000007,-1.4651897350145924,139.9776047814277,2.1295223236083984,136.0,-133.3132000091866,18950
-5.297127357749051,2.4204023476949956,-2.0,0.010000000000000007,-1.6371058170185533,110.02688732812571,1.482133388519287,137.0,-178.9360284439338,19036
-5.314174964273576,1.7018522581608175,-2.0,0.010000000000000007,-1.470991101410749,144.01305898487996,2.406952142715454,138.0,200.71747822361198,19175
-5.4892147889166525,1.2896702576634342,-2.0,0.010000000000000007,-1.419171563869605,129.66219340950434,2.7151331901550293,139.0,-26.347067695981025,19338
-5.296204670270284,1.4931862831115723,-2.0,0.010000000000000007,-1.5474726622303328,137.69886701636844,3.007983922958374,140.0,184.0313791291196,19518
-5.316683787051763,0.5052205201621368,-2.0,0.010000000000000007,-1.4070022099207495,166.1467330255241,1.8346335887908936,141.0,-71.78833503150074,19625
-5.22176511070945,0.6656786250526254,-2.0,0.009999999999999946,-1.441471792540767,131.69530795010652,4.693498373031616,142.0,220.8135323900223,19900
-5.360629207379109,0.726528039856537,-2.0,0.010000000000000007,-1.3735312603011325,125.34963414475725,2.443979263305664,143.0,-69.76247800913083,20048
-5.308803514717451,0.4134422747138279,-2.0,0.00999999999999993,-1.3997161019763915,147.42175319148046,5.16520357131958,144.0,-179.17638118148338,20354
-5.301466947443345,0.7949205489719615,-2.0,0.010000000000000007,-1.5375175885417882,136.74654705945184,1.443559169769287,145.0,-78.64152056533484,20439
