actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,duration,episode,episode_reward,step
-0.07448814535278013,1.2620110621397522,-2.0,0.19219945764019228,0.09989291181906826,-1.8149282206063984,201.79279119118877,1.8055005073547363,92.0,-139.53811965867266,10087
-0.226067446781339,2.248544297048024,-2.0,0.17350821938764835,0.09762415560813469,-1.8189421398232557,169.79141763917036,4.882859706878662,93.0,-57.182532571970526,10535
-1.3409126162528993,2.7497264745235444,-2.0,0.06201457735220901,0.09362974146593968,-1.7096978694349527,102.33008287549019,10.842812776565552,94.0,-77.71901582696968,11535
-1.7413356488978369,2.4168003178912505,-2.0,0.023474658945624952,0.09069322327326004,-1.587626372568706,67.21656024103333,9.184935331344604,95.0,-88.18880670870305,12380
-1.828228293299675,2.141391016326845,-2.0,0.015172020943718962,0.08818815493260437,-1.496382258735597,57.37082307314873,10.854334354400635,96.0,-273.09067697982823,13380
-1.7965703237056732,1.4170890982970596,-2.0,0.01727305258833803,0.08495168949770969,-1.4098491631150245,50.074210814714434,10.873260736465454,97.0,-77.36468447201948,14380
-1.8803476065397262,0.5812921575158835,-2.0,0.009714541561203077,0.08128254758977854,-1.2542297360077501,42.819169484853745,10.967260122299194,98.0,-51.41305949952554,15380
-1.8652393814325332,-0.2132752494663,-2.0,0.010459275798231828,0.07758211155763275,-1.202640552356839,38.61901986694336,10.921789407730103,99.0,-52.796719664179406,16380
-1.9165376139879227,-0.8535483635812998,-2.0,0.006199613585078623,0.0740430834383562,-1.1399955892637372,36.86545301508904,10.85682463645935,100.0,-53.47788504267355,17380
-1.9531293380260468,-1.4817861553281546,-2.0,0.0033815296382526867,0.07191550340849295,-1.115256254889071,34.57591493988037,10.919400691986084,101.0,-62.43771077549414,18380
-2.0314715753793715,-1.8608797589242458,-2.0,-0.0022587827855022626,0.07182106623789672,-1.0513641816452146,33.94044858455658,10.890203475952148,102.0,-57.41346612589039,19380
-2.115587137994312,-1.9419310497386115,-2.0,-0.00844584987657208,0.07301769367664797,-1.058893780927269,34.74887855036729,3.2461085319519043,103.0,-19.978764455653966,19674
-2.142533126385064,-2.4681442369508613,-2.0,-0.010797017562388872,0.07572925374338654,-0.9925071892110164,32.067017822574094,8.573723077774048,104.0,-43.24243444504976,20416
-2.1148507610630634,-2.6301781375572753,-2.0,-0.009065326793013322,0.07875561531187027,-0.9834782416278969,30.22531464918336,5.842438459396362,105.0,-535.3770563663527,20952
-2.044940370124775,-2.817271412565158,-2.0,-0.0036231624928384936,0.08057533540191009,-0.9608976846226515,30.64457203311361,5.990274429321289,106.0,-206.51005221099933,21498
-2.048078082828987,-3.184631944938404,-2.0,-0.003917767215383852,0.08132313707665466,-0.9015807865868981,30.532530093193053,4.497911214828491,107.0,-97.45635786162175,21908
-2.062493415173329,-3.3973935773848356,-2.0,-0.005156619979772107,0.0826785316636942,-0.9339755551088734,30.116584202456078,4.5771644115448,108.0,-216.7621644927288,22329
-2.085630555947622,-3.451920553916114,-2.0,-0.007187988663599178,0.08402129983018808,-0.9360228170353904,30.577054734471478,5.161573171615601,109.0,-429.68171047325154,22803
-2.0373333759307863,-3.7033442071974276,-2.0,-0.0031965834740549327,0.08582853713867325,-0.9144183839894832,29.976608630657196,10.880482912063599,110.0,-202.98562521092606,23803
