step,episode_reward
112,-426.6359239936568
199,-66.73486192473834
290,-211.84386223644117
421,-425.42906898425315
512,-94.62474429961493
642,-207.137709144454
784,-107.29761324208226
872,-201.98790392573656
959,-177.66383805566508
1037,-56.22365244661812
1116,-367.3316884424623
1203,-115.93195600386821
1278,-119.6863313872188
1385,-306.90429439067424
1510,-172.5827347750233
1581,-165.7037289528983
1672,-114.44948369369683
1746,-221.65681219118693
1863,-294.80489621723905
1965,-102.43644129663186
2069,-225.78628885682474
2158,-240.11569629010987
2240,-187.90357392994179
2330,-189.6034330999868
2439,-144.13429310117243
2544,-360.8556359074412
2631,-101.23509697504541
2734,-68.94273471823942
2840,-181.43455911240488
2973,-241.48882881661604
3057,-144.3755912949067
3133,-264.23975956276104
3208,-101.56053352452302
3296,-238.486939250883
3391,-128.52775187647262
3501,-101.95464509664208
3587,-84.48522758498297
3673,-228.04847773174603
3758,-92.59341923213992
3917,-116.60773943642971
4029,-151.27930448116
4102,-115.55632178376878
4194,-92.84157846380859
4323,-166.3064690679501
4465,-84.54519252206823
4596,-150.0711186851562
4749,-167.08824171052845
4823,-35.93334545002965
4907,-79.25588329306211
5004,-47.6780208226713
5105,-154.68091585750275
5213,-5.206993949667293
5312,-106.2123141528887
5409,-96.49205162060518
5541,-122.28196587584596
5626,-66.00225589227941
5744,-243.92453344308927
5804,-83.49762648949923
5886,-112.85245604028486
5981,-55.27844469741562
6071,-102.58309617957605
6140,-126.10791072575365
6276,-99.59330440821698
6371,-45.925913936226145
6529,-27.63918365412158
6654,-83.18161699294998
6749,-88.26809204391192
6837,-26.82831889902336
6971,-132.5167940197692
7123,-298.1062609568089
7226,-180.81104584786436
7324,-83.18310206222384
7413,-96.1798412403333
7566,-74.9585599137656
7763,-53.910273187799575
7840,-47.6541067556479
7937,-164.96363739882256
8038,-50.812717899846746
8136,-125.45154387355178
8236,-122.27513333634778
8313,-20.005706791862366
8462,-37.10625652254683
8669,-42.60201057251203
8862,-243.80303521254643
8987,-92.64779733175669
9130,-95.24568745672343
9253,-69.13519570609265
9404,-58.676950871252984
9558,-299.6542072296546
9638,-34.554875787445155
9753,-86.29785238190874
9890,-6.7917422848927345
9993,-128.9907439211863
10139,-38.2978910341259
10288,-88.04121505277544
10453,-87.30001421689569
10553,-44.81303148586673
10832,-107.11756144837393
10937,-135.52298362090502
11081,-31.78942017591733
11171,-87.77108579665507
11245,-182.21982116212263
11371,-77.23693200300578
11465,18.781363336120023
11607,-27.844288868407943
11680,-90.09855938200936
11803,-76.57827849143784
11897,-67.19417742559125
12097,-138.0423907646704
12196,-61.38334039579819
12303,-62.42294362046857
12441,14.193921277241628
12622,6.805554305785677
12704,-41.88784161660498
12865,-25.181569138901608
12984,-52.81202022281342
13239,-37.279476259262054
13451,-87.99449033702443
13534,-8.661126625235909
14256,-282.51277739107036
14450,-6.92515418305841
14569,-55.32448966777061
15006,-33.68081408373946
15233,-80.59034561938535
15360,-10.379409598098533
15487,-30.883859378174307
15632,12.497136055393383
15824,-60.73578070865022
15951,-81.9697044776302
16047,-33.6119625957823
16227,-4.125655545779793
16441,-77.31116638903828
16540,-18.371037246828763
17540,20.860404671469333
17691,-44.60623370067103
17965,-35.40919568706403
18177,-16.64360384882613
18259,-45.86846135786273
18470,-7.099257505634569
18609,15.824243489117066
18807,-4.7943126529125095
19035,13.40292393240479
19166,6.666038923179954
19318,1.1664091783328558
19424,-60.13434429257189
19549,24.536067019391098
19657,31.311167475542618
19861,-99.55340477084702
20267,-91.8838968805829
20516,-33.152987803708854
20715,-59.543902577059896
20917,12.470037076848556
21089,-27.081609666138775
21214,-76.28010347670124
22214,-71.94851786512432
22367,-11.130048368595254
22487,-50.844712939321965
22710,-18.06583610412939
22830,-41.61055920870973
23341,-54.04319510526477
23443,10.116760713339687
23603,-58.55556059095555
23707,-68.32144863675157
24410,-52.90271425679384
24511,-127.92426112474698
25450,-315.31382678507873
25591,0.01716763004226607
25745,-0.9239923026434127
26134,-47.87784545411526
26337,-5.932611733350328
27337,-26.28584955075703
28337,-38.78381257694277
29246,-126.754196575933
29595,-36.026284706186445
30595,-37.80132480084821
31213,-62.33844044009961
31432,8.730504883350008
31781,-366.6399785043367
32091,-53.049166458952286
32216,-0.5100952067249978
32877,-290.8136551992196
32995,16.440477969150578
33710,-301.54624420586237
34321,-91.26775130216205
34431,36.80151411027262
34794,-22.280584832193966
35794,25.164518968127723
36794,-24.501676511269896
37476,-230.0306098228818
38476,-26.84092835524595
39085,-268.724966323418
39175,-57.32339629239473
40175,-17.58434324138039
41175,-45.76783358059277
41684,-100.02240515289215
42684,-8.84059844905899
42776,-31.303351244917337
43776,-16.362925985656386
44776,-83.63885041427515
45593,-168.1623713906132
46593,-36.581523527032495
47593,-64.96576004424247
48593,-20.361663949824855
48717,-23.678376362669837
49717,-4.697524953169167
49861,-95.52544062329179
50861,-54.89132633321157
51010,-23.705497082995464
52010,-36.34546228805857
53010,8.897966660882371
54010,-24.976979782026007
55010,-45.08927516431587
55587,-160.49202287450373
56587,-38.70744260381136
56743,35.80000624915493
56936,-25.936385032255487
57936,-33.45224335108781
58050,-15.050540056833043
59050,-7.694982790579396
60050,-42.49629068353269
60266,-25.871890018725168
61266,39.88088522062194
62266,-15.57739675634906
62584,-119.8921053640071
63175,-262.95194956629473
64175,0.2080283507352197
64994,-192.66970799869813
65994,-29.789951575033193
66994,-26.20644556165633
67081,2.2326774765901973
68081,55.918961933486386
69081,-41.079441937913586
70081,-32.83485048221562
70527,-98.37035986226232
71527,-14.225088516662854
72527,1.932871952976799
73527,-25.270361788557583
74527,-9.675368872295193
75527,-42.27494800468324
76527,74.03605079420504
76583,-42.23811871692709
77583,-25.007184474817585
78583,69.7026435338964
79583,3.3541274623468125
80583,-20.285295337346806
81583,9.001108302608687
81809,-129.74379116986182
82809,-12.72125464832017
83809,97.27382908600703
84809,-21.979866721848687
84965,4.056455964492287
85965,-26.498645766848952
86965,-6.542531696636843
87399,-101.6066586020361
88399,-82.30529432623335
88529,-93.53444915656826
89529,36.01737110665221
90529,29.50598793736216
91529,-61.11026845367322
92529,28.58829597597198
93529,61.48657683796405
93923,213.34639941462996
94923,-69.88374656267717
95912,-253.18811667302865
96912,14.686358487233377
97912,-35.231860868791934
98104,-34.486750307230665
99104,44.04895171425915
99776,-112.00728491758714
100776,-19.638321707001612
101776,6.116317602779656
102776,-32.91500778687958
103776,-29.05069888225458
104776,-3.6585390802355686
105776,41.05874366518306
106776,-16.4469502076373
107776,-19.99775545921579
108776,51.113273588322826
109776,2.8741592708560164
109880,28.09791971882788
110880,-44.12552951167322
111880,-18.437355015453125
112403,-46.891219818548024
112591,-82.74166787877557
113591,-34.81200110933352
114591,-48.93895034853899
115591,-50.801810607038135
116591,-26.91031031890195
117591,-21.95167100786823
118591,-7.788311147557456
119591,-49.11229771140337
120591,27.734970938765883
121591,-69.3569641320349
122591,-51.422205655137404
123591,10.814139460110441
124591,15.303630977179594
125591,-25.882102425413773
126591,-10.916264412627871
127591,12.07203266404206
128591,-45.19643065254905
129591,112.82128308200807
130591,-55.521280946399976
131591,6.294127016562999
131727,-161.54910303447284
132727,3.905507738942536
133727,-23.601693542515907
133865,-84.39934035111133
134865,-46.27064636789475
134980,-69.90687210508446
135980,-78.63112651377438
136980,-16.14059040637625
137980,15.774598809861228
138980,53.86577468494447
139980,-44.23244774334349
140176,-43.94520982153692
141176,-80.18029773642718
142176,-64.77034854439685
142334,-66.38054228084481
143334,29.03255825694402
143451,-5.249062308545803
144451,63.01074486212974
145451,-36.2308928124509
145663,-86.60554623762914
145836,-71.72042436756747
146836,-86.26109864135205
147836,-58.22740695275563
148836,-71.99547530382766
149836,-70.36630156524912
150491,-143.65942096207752
151491,-105.41498193492905
152491,-32.72393494250126
153491,-22.200412114148943
154491,-4.679192370425945
