actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,duration,episode,episode_reward,step
0.137007101183444,1.652430828166219,-2.0,0.2129767446292449,0.09974123926125145,-2.219426180936594,199.75692808100607,2.1206324100494385,94.0,-396.6023363153686,10113
0.32618520682787194,2.5188239345363543,-2.0,0.22963766417666978,0.0987009177932767,-2.2318760273503324,180.0236207737642,1.5462291240692139,95.0,-200.77436732234423,10215
-0.1797817545119933,2.5764891426692635,-2.0,0.17794583368208983,0.09774147884160814,-2.2223119144291843,160.9248266885447,1.942211627960205,96.0,-129.7320451649408,10344
-0.601510333904966,3.0458498992880836,-2.0,0.13492242546110858,0.09643519113404704,-2.2752968610310162,141.9316041782254,3.7549996376037598,97.0,-233.54511765000638,10588
-0.8450516075174385,3.393134062535295,-2.0,0.10973652149333019,0.09499742847595156,-2.1389305953667543,108.82770430707485,3.104327917098999,98.0,-460.7101328264131,10802
-1.024916168944589,3.9085673340435685,-2.0,0.09136563777152834,0.0936811628523351,-2.2246849858041466,92.62137131855405,3.598418951034546,99.0,-520.6753323270498,11034
-1.2030337156920599,4.260667593725796,-2.0,0.07385364304585704,0.09265719882124278,-2.2291984155260285,80.54741534857915,2.166499137878418,100.0,-118.01736062132997,11179
-1.329929974119542,4.247995817055137,-2.0,0.06149219139873729,0.09175400028465913,-2.081722827533544,71.43133829508798,3.5379416942596436,101.0,-528.1709907088144,11415
-1.3641274736282674,4.756806680496703,-2.0,0.05786986561848762,0.09100936985307374,-2.200814500768134,74.16911718693186,1.437856674194336,102.0,-412.47602716419834,11509
-1.4630058823375527,4.898034629471805,-2.0,0.048513465214930815,0.09032112233173989,-2.246392632296326,66.09100862818026,3.2217209339141846,103.0,-535.0276072835659,11727
-1.5917204773944358,5.170263034216365,-2.0,0.03658581740347241,0.08958449878626203,-2.2585140574052467,65.84121385420332,2.390392541885376,104.0,-38.51853322651624,11888
-1.696668998191231,5.323994975340994,-2.0,0.027033739530260822,0.08912094140184307,-2.1419563505210375,57.955617932896864,2.4161016941070557,105.0,-18.121441175958154,12040
-1.7902295108602828,5.485534343398919,-2.0,0.01862564923519566,0.08878120889017234,-2.1620855000840518,57.79667281703789,2.0734357833862305,106.0,-118.30742964211385,12159
-1.977709456817391,5.470780881409793,-2.0,0.0019755106075479622,0.0885619689816661,-2.1209465425039076,58.42394850303217,6.0259926319122314,107.0,-148.69103871685763,12547
-2.0500109725528293,5.472754543026288,-2.0,-0.004430993794812821,0.08861692989438708,-2.0649240733020835,54.76389929983351,2.155249834060669,108.0,-514.6108747327781,12691
